,YBAcm1,YBAcm2,YBAcm3,YBAcm4,YBAcm5,YBAcm6,YBAcm7,YBAcm8,YBAcm9,YBAcm10,YBAcm11,YBAcm12
Timestamp,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest,Open Interest
10/17/2014,169946,197393,201740,141388,90482,54556,27609,21077,1975,1933,913,629
10/16/2014,172120,193311,201341,143542,90626,57772,31044,20950,2023,1533,617,669
10/15/2014,176980,188197,199558,145679,91280,58971,31173,21022,1947,1539,494,669
10/14/2014,177624,189295,193788,142877,89221,60356,28330,20124,1855,1533,539,669
10/13/2014,185966,192383,195455,140952,88811,58143,29529,20290,1759,1508,524,669
10/10/2014,187771,196152,203783,145037,92439,60929,33043,20764,1915,1588,671,669
10/9/2014,188639,197863,196544,137893,88648,57557,30442,22102,1773,1472,540,349
10/8/2014,195065,189816,192103,136085,85505,58172,29502,20259,1823,1093,459,96
10/7/2014,201188,189361,188909,137798,80912,56652,29270,20855,1722,982,384,111
10/6/2014,199966,187873,186799,138864,81414,52263,28071,20524,1967,882,384,111
10/3/2014,199217,187221,183789,136773,82358,52832,28786,20782,1906,912,384,111
10/2/2014,202509,186831,184697,138076,82639,54701,28246,20489,1914,734,384,111
10/1/2014,200378,185616,183722,141126,78304,53330,27755,19611,1612,734,384,111
9/30/2014,201316,184453,188092,141896,79357,54140,28402,18471,1360,689,384,111
9/29/2014,198286,187109,184330,138407,77545,55066,29383,18039,1362,689,409,95
9/26/2014,199556,182753,182260,137551,76025,55131,30256,18199,1313,689,409,95
9/25/2014,197254,186111,179613,138305,74400,52840,28261,17549,1257,439,411,80
9/24/2014,197105,188972,174061,136918,74916,49455,26643,16435,1243,439,436,80
9/23/2014,200391,192468,177343,139991,75271,49527,26481,16036,1183,439,436,65
9/22/2014,208189,196281,176624,136213,74575,47926,26949,15990,1072,482,473,80
9/19/2014,209025,200105,176212,136619,73390,48648,26976,15059,1076,482,473,80
9/18/2014,209797,205302,178265,135787,75692,48116,26073,15210,1153,482,473,80
9/17/2014,208657,206037,176692,134048,74434,47966,26100,14052,1112,502,393,50
9/16/2014,209294,205978,177388,132445,72167,45407,26392,12635,1005,518,326,50
9/15/2014,208987,209000,175989,129641,72300,44566,26131,12670,898,308,227,50
9/12/2014,215781,215123,177482,128656,71991,45424,28579,11442,468,298,224,
9/11/2014,2976,215100,218351,178577,132960,72722,46366,33114,10391,468,290,227
9/10/2014,46938,213868,213456,177371,130950,70003,44409,30970,5355,461,508,227
9/9/2014,88366,221009,217928,178210,132603,70534,45042,30376,5813,403,517,197
9/8/2014,96452,215903,213466,173610,131225,71005,43210,27790,4150,559,250,140
9/5/2014,103159,220075,206990,170889,130853,68970,43595,27794,3859,573,345,185
9/4/2014,107169,219814,205876,172555,129236,68980,43835,27061,3910,570,343,185
9/3/2014,114742,228270,206987,169690,118740,70333,42302,26320,2763,593,370,105
9/2/2014,115491,220593,199663,166362,116795,67964,43000,25978,2843,588,362,105
9/1/2014,118898,216872,195293,164325,116937,67575,40808,25334,2648,583,362,105
8/29/2014,120164,218881,196746,164447,115691,68444,40260,25647,2463,583,362,105
8/28/2014,121864,223170,201808,164086,116604,68684,40084,25605,2371,583,362,105
8/27/2014,131650,224493,198923,165967,115736,69622,40864,25879,2224,582,360,105
8/26/2014,137762,224293,197446,165242,114774,69155,40773,25828,2194,583,360,105
8/25/2014,139024,225709,197520,160384,112544,70877,41912,25880,2281,683,349,116
8/22/2014,143710,229111,199230,158352,112940,69505,40767,25523,2181,583,249,116
8/21/2014,146255,234561,205648,161528,114563,70912,40797,24999,2181,583,249,116
8/20/2014,151653,238836,205745,161742,111756,71834,40585,25889,2261,648,299,176
8/19/2014,152026,232935,204465,159546,110325,69637,40011,26241,2263,583,249,116
8/18/2014,155795,231843,203163,160474,112621,71586,40352,25297,2470,673,249,116
8/15/2014,152226,228154,208385,159412,112960,69002,41712,25632,2311,583,249,86
8/14/2014,153569,230865,210076,161848,118694,70726,42174,25139,2256,583,249,86
8/13/2014,155833,231634,220122,155907,113924,71500,41540,24516,2418,583,249,86
8/12/2014,159416,233079,227304,156611,115195,71696,41360,25096,2438,680,249,85
8/11/2014,170279,233804,222230,156197,116354,69871,41579,24577,2398,583,249,85
8/8/2014,173250,236851,222578,158626,123441,72060,41824,25608,2375,608,249,85
8/7/2014,176064,243606,212588,161577,117440,72594,41703,25697,2765,481,249,85
8/6/2014,171494,230604,201928,150745,114768,70824,40416,25333,2746,517,227,65
8/5/2014,172059,231414,205492,153136,115902,70347,39239,23668,2613,512,227,65
8/4/2014,171863,234836,202865,151403,114983,69945,39312,23143,2574,512,227,65
8/1/2014,170787,235681,205130,154927,118303,73041,38984,23618,2574,512,227,65
7/31/2014,175582,234089,208647,150469,116981,70864,37730,22687,2520,488,227,65
7/30/2014,175582,234089,208647,150469,116981,70864,37730,22687,2520,488,227,65
7/29/2014,172651,229187,204029,146214,115158,69870,38110,22146,2394,488,227,65
7/28/2014,172050,231345,207028,145650,113036,69124,37216,20035,2394,488,227,70
7/25/2014,173482,230559,206449,150017,113103,66833,36052,19384,2394,488,227,70
7/24/2014,175594,230495,211267,150723,114765,68079,36441,18256,2760,488,227,70
7/23/2014,179931,235233,215812,153736,116104,66625,36403,19388,2790,488,227,70
7/22/2014,176218,228873,206953,146909,112759,65434,34155,17486,2807,488,227,70
7/21/2014,178051,221324,204977,146214,111951,65538,35197,16880,2757,488,227,70
7/18/2014,179211,224929,203771,145192,113739,65437,35080,17328,2757,488,227,70
7/17/2014,174044,223690,215717,146547,109815,67297,35586,16302,2759,490,227,70
7/16/2014,176160,225399,217684,150010,110211,68409,36384,16793,2757,488,227,70
7/15/2014,183328,225429,216592,147198,109935,69462,37121,15985,2755,488,227,70
7/14/2014,182440,216789,209266,142132,110591,69475,36525,15779,2760,488,227,70
7/11/2014,187197,217319,213899,145532,112907,69991,36703,16005,2760,488,227,70
7/10/2014,188112,213841,212394,143853,111856,68766,35683,15613,2815,488,227,70
7/9/2014,174116,211389,209300,144102,112885,68689,35278,14928,2815,488,227,70
7/8/2014,175098,209782,203516,139827,109820,68056,34469,14781,2815,488,227,70
7/7/2014,171475,203751,197513,138572,110108,67275,34746,14779,2815,488,227,70
7/4/2014,175025,207040,196141,137104,109765,68148,34247,15129,2817,488,227,70
7/3/2014,179621,210206,199311,138419,113253,68417,36091,14737,2830,488,227,70
7/2/2014,180066,204845,195268,133644,111550,67681,34796,14144,2829,488,227,70
7/1/2014,189357,205814,200044,133934,107504,68020,35044,13952,2799,458,197,70
6/30/2014,185132,201442,191545,132862,106761,66212,34511,13983,2799,458,197,70
6/27/2014,184710,203576,194070,133051,105712,66763,35980,14093,2799,458,197,70
6/26/2014,186004,206689,197298,135899,107962,67665,36103,14712,2809,468,197,70
6/25/2014,185598,205851,197103,135766,104516,68015,35908,13730,2829,462,196,70
6/24/2014,186696,204125,191570,135078,100616,66120,35571,14042,2825,458,196,70
6/23/2014,184375,202838,189329,135274,99769,66696,35382,13476,3324,458,196,70
6/20/2014,185972,202749,188918,134436,101517,64676,35036,12437,3324,458,190,70
6/19/2014,189724,209007,188346,135424,100665,65511,36695,12414,3324,468,190,70
6/18/2014,190821,208764,186181,131583,97191,63015,35650,9717,3233,448,190,70
6/17/2014,201484,222058,189826,133162,97299,60544,36248,9518,3194,448,190,70
6/16/2014,197760,218165,181002,131803,100078,56147,33648,10201,3179,449,190,70
6/13/2014,198145,219672,183283,128606,97687,58694,36399,9671,3154,448,190,70
6/12/2014,500,204933,225727,186119,128816,97932,55076,34231,6744,3072,467,190
6/11/2014,25604,205929,211146,182139,127178,95885,56412,33471,6327,3040,438,180
6/10/2014,62866,199380,214028,182846,126273,92638,54240,33469,5161,2735,347,170
6/9/2014,65139,194535,209010,179462,124082,90114,53919,33222,5072,2725,347,170
6/6/2014,67778,198991,212013,183046,127991,92413,54105,34003,5368,2875,347,170
6/5/2014,69954,195417,209546,183801,122756,91884,54611,34070,4387,1913,347,170
6/4/2014,72486,198422,211924,182178,124231,93384,53192,32754,3939,1868,347,170
6/3/2014,78973,202899,213085,182268,126753,89770,52715,31060,3519,1798,347,170
6/2/2014,83830,193583,213795,177641,116948,89084,51213,31016,3367,1566,321,170
5/30/2014,83390,192937,211269,177767,117732,90029,49559,30235,3016,1586,321,170
5/29/2014,92381,192840,212708,184767,123401,90395,50611,31062,3093,1649,321,170
5/28/2014,99288,192394,209289,182083,118493,86659,48681,29203,2929,1575,312,170
5/27/2014,99823,189395,205213,181778,119797,87712,47604,28304,2878,1566,292,162
5/26/2014,105166,188771,204940,181792,119248,85965,47589,27769,2894,1571,288,162
5/23/2014,105402,192338,206073,184554,122512,87024,47850,27960,3232,1581,278,162
5/22/2014,115847,193320,210306,200548,137470,86877,48764,29166,3213,1577,278,162
5/21/2014,115114,201562,206111,193461,126686,83774,46067,28359,3670,1579,278,142
5/20/2014,117674,195490,199952,186847,124494,81173,43064,28102,3318,1560,271,142
5/19/2014,118813,195533,203920,185983,117923,79744,42555,27821,3394,1560,268,139
5/16/2014,119074,194975,202892,183705,118751,80964,42022,29083,4137,1500,268,114
5/15/2014,121851,201194,203140,180750,115195,82459,45077,28473,3902,1500,349,114
5/14/2014,126496,200626,199119,172265,115385,76884,43559,27313,4101,1519,299,97
5/13/2014,127407,203621,197838,170112,110286,79297,42834,26325,4071,1519,299,97
5/12/2014,132540,206923,196047,168580,112630,76637,42057,26351,4621,1664,330,13
5/9/2014,134290,202665,196425,170868,114744,80155,41847,27012,4760,1664,330,13
5/8/2014,139552,206037,194843,174182,112227,84424,42046,26411,4650,1664,330,13
5/7/2014,142076,207919,193505,162494,115135,76704,43960,27454,4648,1664,330,13
5/6/2014,144097,206273,193397,163054,115623,74793,43084,26260,4578,1664,330,13
5/5/2014,149354,202916,189873,156198,112693,74108,43536,26239,4578,1564,348,21
5/2/2014,150324,201743,189483,156322,106357,75361,43305,24755,4574,1557,324,13
5/1/2014,151409,204017,189478,155535,106900,74058,42241,23974,4544,1556,324,13
4/30/2014,153356,207785,188424,156339,106130,73879,42213,24236,4558,1556,316,13
4/29/2014,153743,208734,188638,156398,106865,72611,42189,23889,4295,1555,316,13
4/28/2014,153874,206988,183912,149582,103512,73672,42830,24755,4325,1598,394,13
4/25/2014,153560,207593,182477,147595,102682,72073,41337,23621,4294,1596,263,13
4/24/2014,153788,210900,183349,147037,101918,73612,41021,24027,4274,1596,273,13
4/23/2014,159535,215983,188781,151438,107460,72639,41817,22997,4280,1602,273,13
4/22/2014,158781,207261,181680,144290,100981,70209,40121,22413,3754,1621,284,13
4/17/2014,158929,206676,183861,146667,101386,70494,41126,23027,3729,1596,273,13
4/16/2014,157899,206307,184678,146618,99712,70535,40569,22078,3310,1796,309,13
4/15/2014,160399,206083,169811,139435,94502,66724,40404,20549,3308,1696,309,13
4/14/2014,164407,201584,167289,139677,96518,70268,40491,21203,3268,1696,309,13
4/11/2014,169707,202584,170163,133525,90165,64330,37238,17287,3218,1198,504,10
4/10/2014,170140,203101,169745,132635,92778,64928,37923,17331,3123,711,503,10
4/9/2014,167225,197481,165595,121281,90884,60064,34506,16023,3109,711,503,10
4/8/2014,165589,201067,160005,119996,88381,58984,34747,15388,3108,711,503,10
4/7/2014,166268,199476,160546,118581,88127,57452,33803,16228,3008,711,501,8
4/4/2014,168219,194638,159286,119477,87386,57935,32929,15037,2697,691,550,
4/3/2014,170452,196846,158461,119520,89084,56073,31940,14740,1527,690,500,
4/2/2014,160826,187920,157675,118653,89200,54781,32372,14015,1526,685,402,
4/1/2014,162979,187511,166886,123722,89715,55598,31442,13738,1474,685,302,
3/31/2014,164563,180363,158288,121460,89716,54257,32358,14749,1516,685,302,
3/28/2014,160913,180476,154912,121009,90615,53686,31632,13860,1491,685,253,
3/27/2014,161611,181326,155498,124494,90915,54184,32067,13737,1541,685,253,
3/26/2014,165247,176803,153144,120982,89224,50901,32032,13556,1495,685,173,
3/25/2014,168640,179345,153886,120565,79623,47277,32537,13009,1293,685,173,
3/24/2014,168767,177843,155421,117751,78168,46578,31495,12240,1292,682,173,
3/21/2014,170217,170951,150338,119755,78428,49482,31484,11504,1270,682,173,
3/20/2014,171325,170338,149542,113682,77975,44441,30994,11206,1282,681,173,
3/19/2014,169203,171281,148238,110912,75377,43857,29867,9416,1071,679,173,
3/18/2014,170793,173083,149282,113412,76226,43975,29719,8929,874,679,173,
3/17/2014,171058,176439,150795,112662,77511,43599,29600,8854,939,750,173,
3/14/2014,176255,188397,150992,118945,84700,44631,29938,7919,860,750,173,
3/13/2014,405,173314,178006,147029,118345,79717,42280,29671,7150,860,750,173
3/12/2014,45817,174512,174326,142593,118217,80988,43408,31042,5719,846,856,173
3/11/2014,54495,164295,167189,141454,116179,75614,39799,28836,3969,839,856,173
3/10/2014,63401,163073,166884,142751,116491,76213,39107,26606,3309,839,856,173
3/7/2014,73696,160152,165066,139970,117393,76137,39656,26666,3070,839,856,173
3/6/2014,83612,159481,161069,138381,114029,76444,40444,25843,3069,1089,856,173
3/5/2014,92367,155727,163118,139922,116546,79671,39392,25519,2349,1088,856,173
3/4/2014,98350,165827,167235,143304,116403,79125,38954,25571,2666,1088,856,173
3/3/2014,99162,159744,160848,136404,114184,78341,39392,27743,2269,1098,642,173
2/28/2014,98902,164684,163646,138258,109893,78076,38025,27544,2373,1099,642,173
2/27/2014,105107,169079,164174,138003,112078,77590,38969,27734,2224,1100,642,173
2/26/2014,110256,164248,154472,132648,107547,74362,35595,25939,2203,1100,642,173
2/25/2014,111908,163560,147561,132185,106345,72949,35103,25583,2278,1100,642,173
2/24/2014,112955,161370,150411,132710,108839,73885,35366,26020,2354,1100,642,173
2/21/2014,115757,158934,143028,130575,108950,73813,36597,24114,1690,1087,642,173
2/20/2014,114013,158490,138061,131979,108101,74164,35455,23756,1675,1086,641,173
2/19/2014,117261,157134,137154,126730,106521,73423,35873,24514,1673,1086,641,173
2/18/2014,122142,150224,138024,126369,103471,71525,34809,22868,2003,1086,641,173
2/17/2014,137538,147684,136517,125252,103008,70679,34180,22565,1854,1086,641,173
2/14/2014,139052,148397,142343,137731,107967,72760,35341,23352,1854,1087,641,173
2/13/2014,141361,157512,146375,141473,109251,73070,36907,22730,1845,1088,641,173
2/12/2014,141388,161202,149503,148479,107340,74512,34949,22286,1846,1088,641,173
2/11/2014,141909,158231,146764,145464,104016,72293,33067,22550,1871,1087,604,173
2/10/2014,144982,155448,145995,140468,104159,68482,33104,23351,1996,1109,604,173
2/7/2014,149219,160612,148072,137810,104318,68422,33101,22669,2119,1109,604,173
2/6/2014,157262,169234,153862,136187,102305,69703,34905,23099,2064,1087,604,173
2/5/2014,158329,184105,155905,139688,102279,69719,33009,22280,2111,1087,604,173
2/4/2014,163186,183058,158222,140103,94033,68458,32531,21264,2190,1087,604,173
2/3/2014,164000,171213,149632,136836,90876,68578,33295,20424,2440,1095,604,173
1/31/2014,166759,179407,154790,140857,94463,67787,33605,20038,2440,1095,604,173
1/30/2014,167291,174680,149235,138286,92825,68868,33142,18939,2429,1095,604,173
1/29/2014,167546,179846,151702,141842,96095,69628,33324,17938,2424,1094,604,173
1/28/2014,170659,183853,155559,140146,94984,69391,33320,17802,2459,1094,604,173
1/27/2014,168202,177565,154630,142722,91281,69063,32513,18887,2458,1094,604,173
1/24/2014,165810,177218,162709,145138,92303,69837,32100,17081,2473,1094,604,173
1/23/2014,170577,178502,161939,143320,91743,69536,32777,18689,2448,1069,604,186
1/22/2014,179517,181794,163413,148609,94522,68530,33089,14852,2313,1069,604,98
1/21/2014,176199,162475,149119,137504,91446,63557,29725,15168,2279,1069,354,37
1/20/2014,179699,161442,156079,138278,92712,60980,29680,15730,2279,1069,354,37
1/17/2014,185745,163049,154746,135546,93747,64013,30933,15910,2296,1069,354,37
1/16/2014,191914,158156,148277,132717,87160,58943,29655,15154,2305,819,354,
1/15/2014,197349,158940,141101,124722,82164,54717,28908,12950,2305,793,354,
1/14/2014,193072,154893,141996,122084,83393,54965,29250,12483,2285,793,354,
1/13/2014,196530,154666,138275,119271,80339,54267,29522,12413,2375,793,354,
1/10/2014,197751,153233,136533,118465,80195,53625,28602,12237,1996,768,354,
1/9/2014,200757,160520,137449,119764,82000,53674,28881,12277,1971,768,354,
1/8/2014,204603,158501,134431,117689,81645,53064,28808,10931,2098,713,354,
1/7/2014,202101,159057,136851,117048,81739,52334,28770,9808,1898,713,354,
1/6/2014,207803,162387,140125,115696,81592,52455,28542,9285,1782,633,354,
1/3/2014,214110,171708,140388,115560,82166,51889,27033,9174,2104,633,354,
1/2/2014,207902,175211,142522,118401,82324,53709,26364,9095,2330,633,354,
12/31/2013,204037,182857,142360,117652,82961,52590,26148,8763,2089,563,304,
12/30/2013,204037,182857,142360,117652,82961,52590,26148,8763,2089,563,304,
12/27/2013,203344,179797,137098,117108,81991,52230,25470,8537,1889,508,304,
12/24/2013,208902,186524,139738,120111,82580,52478,25289,8548,2123,501,304,
12/23/2013,207275,186036,139239,119714,82051,52367,25215,8354,2065,501,304,
12/20/2013,211689,190688,147068,123850,83266,52272,25557,8708,1959,501,305,
12/19/2013,207987,190073,148114,122392,83769,51425,25217,8337,1833,501,305,
12/18/2013,209164,190204,147177,121066,83490,51641,25615,7580,1553,466,305,
12/17/2013,211296,192213,151286,122099,81716,51061,26666,7053,1466,596,335,
12/16/2013,212971,191018,150658,123655,82295,51778,24847,6184,1297,571,335,
12/13/2013,228431,205048,155227,126505,81559,51469,26256,5334,1059,471,285,
12/12/2013,385,229007,198189,158589,126199,80141,51745,27517,4616,1022,471,285
12/11/2013,28735,219594,176021,147107,122882,74363,48328,29432,4540,1133,508,325
12/10/2013,54594,212075,171563,141703,116401,70204,45641,26300,3920,1311,508,285
12/9/2013,61431,207225,170490,141806,115035,69798,45463,24393,3372,1361,508,285
12/6/2013,63689,205240,168671,142634,113883,69429,44709,24338,3322,1069,508,285
12/5/2013,75784,197334,165700,139449,111497,68826,45240,24744,3363,1249,508,285
12/4/2013,78747,199174,167500,139439,113143,72096,47016,25898,3377,1496,508,285
12/3/2013,87569,201402,159290,140692,110397,69411,45888,24378,3253,1842,568,285
12/2/2013,94983,191977,158042,139323,108913,69056,45039,23833,3369,2820,568,285
11/29/2013,97170,182435,155238,132394,106987,68848,44911,24613,3364,2819,568,285
11/28/2013,97521,184332,156377,133664,110142,68343,45357,24084,3533,2849,568,285
11/27/2013,100738,180674,154517,134507,112936,69309,45389,23254,3521,2849,568,285
11/26/2013,109686,173756,153309,134072,106970,69104,44054,22975,3526,2899,568,285
11/25/2013,110127,172669,152679,130214,104538,66130,43538,21962,3252,2919,568,285
11/22/2013,114797,174188,153281,131424,103837,65993,44106,22283,3136,2566,654,285
11/21/2013,118566,174509,150584,128526,101067,66167,44028,22871,3075,2225,353,285
